English,Dutch
monk,
monkey,aap
monochrome,
monogamy,
monogram,
monograph,
monolayer,
monologue,
monopolist,
monopoly,
monotony,
monsoon,
monster,monster
monstrosity,
monte,monte
month,maand
monthly,maandelijks
monument,
monumental,
moo,loeien
moods,stemmingen
moody,
moon,maan
moonlight,maanlicht
moored,
mooring,
moorings,
moorland,
moose,eland
moot,
mooted,
mop,
moral,moreel
morality,
morals,
morass,
moratorium,
morbid,
morbidity,
morgue,lijkenhuis
moribund,
morn,
morning,ochtend
moron,idioot
moronic,
morphine,
morphism,
morphology,
morrow,
morsel,
mortal,
mortality,
mortar,
mortgage,
mortgagee,
mortgagor,
mortification,
mortuary,lijkenhuis
mosaic,
mosque,
mosquito,
moss,
mossy,
mote,splinter
moth,
mother,moeder
motherhood,moederschap
motion,beweging
motionless,
motive,
motley,
motor,motor
motorbike,
motorcycle,
motte,
mottled,
motto,
mould,
mound,
mount,
mountain,berg
mountaineer,
mountainous,
mourn,
mournful,
mourning,
mouse,muis
moustache,
mouth,mond
mouthful,
mouthpiece,
movable,
move,verhuizing
movement,beweging
mover,
movie,film
moving,
mow,
muck,
mucous,
mucus,
mud,modder
muddle,
muddled,
muddy,
muff,mof
muffled,
muffler,
mug,
mule,
multilateral,
multiple,meervoudig
multiplex,
multiplication,vermenigvuldiging
multiplicity,
multiplied,
multiplier,
multiply,vermenigvuldigen
multitude,
mum,
mumble,
mummy,
mumps,
munch,
mundane,
municipal,
municipality,gemeente
mural,
murder,moord
murderer,
murderous,
murky,
murmur,
muscle,
muscular,
muse,
muses,
museum,
mush,
mushroom,
music,muziek
musical,musical
musician,musicus
musing,
musk,
musket,
muslin,
muss,
mustang,
mustard,mosterd
muster,
musty,muf
mutable,
mutant,
mutation,
mutilated,
mutilation,
mutiny,
mutter,
mutton,
mutual,
mutually,
muzzle,
myopia,
myopic,
myriad,
mysterious,
mystery,mysterie
mystic,
mystical,
mysticism,
myth,
mythic,
mythical,
mythological,
mythology,
nab,
nadir,
nag,
nail,nagel
naive,
naked,naakt
named,
nameless,
namesake,
naming,
nanny,
nanometer,
nap,dutje
nape,
napkin,
napping,
nappy,
narcotic,
narrate,
narration,
narrative,
narrator,
narrow,smal
narrowing,
nascent,
nasty,
natal,
nation,natie
national,nationaal
nationality,
native,inheems
nativity,
naturalist,
naturalization,
naturalized,
naturally,natuurlijk
nature,natuur
naught,
naughty,ondeugend
nausea,
nauseous,
nautical,
naval,marine-
nave,
navel,
navigable,
navigate,navigeren
navigation,
navigator,
navy,marine
nay,
neatly,
nebula,nevelvlek
nebulae,
nebulous,
necessarily,noodzakelijk
necessitate,
necessities,
necessity,noodzakelijkheid
neck,nek
necklace,
necrosis,
nectar,
needful,
needle,naald
needless,
needy,
nefarious,
negation,
negative,
neglect,verwaarlozing
neglected,
neglecting,
negligence,
negligent,nalatig
negligently,
negligible,te verwaarlozen
negotiate,
negotiation,onderhandeling
negotiator,
negro,
neigh,
neighbor,buur
neighborhood,buurt
neighboring,
neonatal,
neophyte,
neoprene,
nephew,neef
nepotism,
nerve,
nervous,
nervousness,
ness,
nest,nest
nestle,
nestling,
net,netto
nether,onderwereld
netting,
nettle,
network,netwerk
neuralgia,
neurology,
neurosis,
neurotic,
neuter,
neutral,
neutrality,
neutralize,
newborn,
newcomer,nieuweling
newly,
newness,
news,nieuws
newspaper,krant
newsstand,
nib,
nibble,
niche,
nichts,
nick,
nickel,
nickname,
nicotine,
niece,nicht
nigger,nigger
nigh,
night,nacht
nightfall,
nightingale,
nightmare,
nihilism,
nil,
nimble,
ninety,negentig
ninth,negende
nip,kneep
nipple,
nix,
nobility,
noble,nobel
nobleman,
nocturnal,
nod,
nodding,
node,
nodular,
nodule,
noise,ruis
noisy,
nomad,
nomadic,
nomenclature,
nominal,
nominate,
nomination,voordracht
nominee,
nonce,
noncompliance,
nondescript,
nonexistent,
nonpayment,
nonresident,
nonsense,
nonsensical,
noodle,
nook,
noon,middag
noose,
norm,
normal,normaal
normalcy,
normality,
nose,neus
nostalgia,
nostril,
notable,opvallend
notables,
notably,
notary,
notation,schrijfwijze
notch,
notched,
note,notitie
notebook,notitieboekje
noted,bekend
noteworthy,
nothingness,
notice,kennisgeving
noticeable,
notification,kennisgeving
notify,
notion,
notional,
notoriety,
notwithstanding,
nought,
noun,naamwoord
nourish,
nourishment,voeding
nouveau,
novelty,nieuwigheid
novice,
nowadays,tegenwoordig
noxious,
nozzle,
nuance,
nuances,
nucleus,
nude,naakt
nudge,
nudity,naaktheid
nugget,
nuisance,overlast
nul,
null,
nullify,
numb,
number,aantal
numbering,
numbers,getallen
numbness,
numeral,cijfer
numerator,
numerical,
numerically,
numerous,talrijk
nun,
nurse,verpleegster
nursery,kwekerij
nurture,
nutmeg,
nutrition,voeding
nutritious,
nutritive,
nuts,noten
nymph,
oaf,
oak,
oar,roeispaan
oasis,
oath,
oatmeal,
obedience,gehoorzaamheid
obedient,gehoorzaam
obediently,
obelisk,
obese,
obesity,
obey,gehoorzamen
obi,
obit,
obituary,
object,object
objection,bezwaar
objectionable,
objective,objectief
obligation,
obligatory,
oblige,
obliged,
obliging,
obligor,
oblique,
obliterate,
obliterated,
obliteration,
oblivion,
oblivious,
oblong,
obnoxious,
oboe,
obscene,obsceen
obscenity,
obscure,
obscured,
obscurity,
observance,
observant,
observation,observatie
observatory,
observe,waarnemen
observer,
observing,
obsession,
obsolescence,
obstacle,
obstetrician,
obstetrics,
obstinate,
obstruct,belemmeren
obstruction,obstructie
obstructive,belemmerend
obtain,
obtainable,
obtuse,
obverse,
obvious,duidelijk
ocarina,
occasion,gelegenheid
occasional,
occasionally,
occlusion,afsluiting
occult,
occupancy,
occupant,
occupation,
occupied,
occupier,
occupy,
occupying,
occur,voorkomen
occurrence,
ocean,oceaan
oceanic,
octagon,
octave,
octopus,
ocular,
oddity,
odds,kansen
ode,
odious,
odometer,
odor,geur
oestrogen,
oeuvre,
offal,
offend,beledigen
offended,
offender,
offense,overtreding
offensive,
offer,aanbod
offered,
offering,
offhand,
office,kantoor
officer,officier
offices,
official,officieel
officiate,
offing,
offload,
offset,compenseren
offshoot,
offside,
oft,
oftentimes,
ogre,
oil,olie
oils,
ointment,
older,
olfactory,
oligarchy,
olive,olijf
omega,
omelet,
omen,voorteken
ominous,
omission,verzuim
omit,weglaten
omitted,weggelaten
omnibus,
omnipotence,
omnipotent,
omnipresent,
omniscient,
oncologist,
oneness,
onerous,
oneself,
ongoing,
onion,ui
onset,
onslaught,
ontology,
onus,
onward,
onyx,
ooze,
oozing,
opacity,
opal,opaal
opaque,
ope,
open,open
opener,
opening,
openly,
openness,
opera,
operatic,
operation,operatie
operations,operaties
operative,
operator,operator
ophthalmic,
ophthalmologist,
opiate,
opinion,advies
opinionated,
opium,
opponent,
opportune,
opportunism,
opportunity,gelegenheid
oppose,tegenwerken
opposed,
opposing,tegengestelde
opposite,tegenover
opposites,
opposition,tegenstand
oppress,
oppression,
oppressive,
oppressor,
optic,
optical,
optics,optica
optimism,
optimist,
option,
optional,facultatief
optionally,
options,opties
optometrist,
opulence,
opulent,
opus,
oracle,orakel
oral,
orange,oranje
oration,
orator,
oratory,
orb,
orbit,
orbiting,
orbs,
orc,
orchard,
orchestra,
ordained,
ordeal,
order,order
orderly,
ordinance,
ordinary,gewoon
ordination,
ordnance,
ore,
oregano,oregano
organ,orgel
organic,
organism,
organist,
organization,
organize,organiseren
organized,georganiseerd
orgasm,
orgies,orgies
orient,
oriental,
orientation,
orifice,
origin,oorsprong
originality,
originate,voortkomen
origination,
originator,
ornament,ornament
ornamental,
ornamentation,
ornamented,
ornate,
orphan,
orthodox,
orthodoxy,
orthogonal,
oscillate,
oscillating,
oscillation,oscillatie
oscillatory,
ostensible,
ostensibly,
ostrich,
otto,
ottoman,
ounce,ons
oust,verdrijven
outbreak,
outburst,
outcast,
outcome,resultaat
outcry,
outdo,
outdoor,outdoor
outfit,uitrusting
outgrow,
outgrowth,
outhouse,
outing,
outlandish,
outlast,
outlaw,
outlet,stopcontact
outline,schets
outlines,
outlook,
outlying,afgelegen
outnumber,
outpost,
outpouring,
output,uitgang
outrage,
outrageous,schandelijk
outright,
outrun,
outset,
outsider,
outskirts,
outspoken,
outstanding,uitstekend
outstretched,
outward,buiten
outwards,
outweigh,
oval,
ovary,
ovate,
ovation,
oven,oven
overalls,overalls
overbearing,
overburden,
overcast,
overcharged,
overcoat,
overdo,
overdose,
overdue,achterstallig
overestimate,
overestimated,
overflow,overloop
overflowing,
overgrown,
overgrowth,
overhanging,
overhaul,
overhead,
overjoyed,
overlaid,
overlap,
overlay,
overload,
overlying,
overpaid,
overpass,
overpower,
overpowering,
overpriced,
override,
overrule,
overseer,
overshadow,
oversight,
overstate,
overstock,
overt,
overtake,inhalen
overtaken,
overthrow,
overture,
overturn,
overwhelm,
overwhelmed,
overwhelming,
overzealous,
owe,verschuldigd zijn
owing,
owner,
ownership,eigendom
ox,
oxidation,
oxygen,zuurstof
oxymoron,
oyster,
pace,tempo
pacific,
pacify,
pack,pak
package,verpakking
packer,
packet,
pact,
pad,stootkussen
padding,
paddle,
paddock,
paddy,
padlock,
padre,
pagan,
paganism,
page,pagina
pageant,
pagination,
pagoda,
pail,
pain,pijn
pained,
painful,
painfully,
painless,
pains,
painstaking,
paint,verf
painted,
painter,
painting,schilderij
pair,paar
pajamas,pyjama
pal,
palace,
palatable,
palate,
paleontology,
palette,
pall,
palladium,
pallet,pallet
palliative,
palm,
palmer,
palpable,
palsy,
paltry,
pamper,
pamphlet,
pan,schaal
panacea,
panache,
pancake,pannenkoek
pandemic,
panel,
pang,
panic,
panier,
panorama,
panoramic,
pant,
pantheon,
panther,
panties,
pantomime,
pantry,
pants,broek
pap,
papacy,
papal,
paper,papier
paprika,
papyrus,
par,par
parable,
parabola,
parabolic,
parachute,
parade,
paradigm,
paradox,
paradoxical,
paraffin,
paragon,
paragraph,paragraaf
parallax,
parallel,parallel
parallelism,
paralysis,
paralyzed,
paramount,
paranoia,
parapet,
paraphernalia,
paraphrase,
parasite,
parasol,
parcel,perceel
parcels,
parchment,
pardon,pardon
pare,
parenchyma,
parent,ouder
parentage,
parental,
parenthesis,
parenthetical,
parietal,
paring,
parish,
parity,
park,park
parlance,
parliament,
parliamentary,
parlor,
parole,
parquet,
parrot,
parry,
parse,
parsimonious,
parsimony,
parsley,
parson,
part,deel
partake,
partiality,
partially,
participate,
participation,deelname
particle,deeltje
particularity,
particulars,
parting,
partisan,
partisanship,
partition,
partly,
partner,partner
partnership,
parts,onderdelen
party,partij
pas,
pass,passeren
passable,
passage,passage
passageway,
passe,
passenger,passagier
passim,
passing,
passion,
passionate,
passive,
passivity,
passport,paspoort
past,verleden
paste,pasta
pastel,pastel
pastime,
pastor,pastoor
pastry,gebak
pasture,
pasty,
pat,
patch,
patchwork,
pate,
patella,
patent,
paternal,
paternity,
path,pad
pathetic,
pathology,
pathos,
pathway,
patience,geduld
patient,patiënt
patio,patio
patriarch,
patriarchal,
patrimony,
patriot,
patriotic,vaderlandslievend
patriotism,
patrol,
patron,beschermheer
patronage,
patronize,
patronizing,
patter,
pattern,patroon
paucity,
pauper,
pause,pauzeren
pave,
pavement,
pavilion,
paving,
paw,poot
pawn,
pax,
pay,betalen
payback,
payer,
payment,betaling
pea,
peace,vrede
peaceable,
peaceful,
peacock,
peak,piek
peaked,
pearl,parel
peasant,
peat,
pebble,
peck,
peculiar,eigenaardig
peculiarities,
peculiarity,
peculiarly,
pecuniary,
pedal,
pedantic,
peddle,
pedestal,
pedestrian,
pediatrics,
pedigree,
pedometer,
peel,
peep,
peer,
peering,
peerless,
peg,
pegs,
pelagic,
pellet,
pen,pen
penal,
penalty,
penance,
penchant,
pencil,potlood
pendant,
pendency,
pendent,
pending,
pendulum,
penetrate,
penetrating,
penetration,doordringen
peninsula,
penitentiary,
pennant,
penniless,
penny,penny
pension,
pensioner,
pensive,
pentagon,
penthouse,
penultimate,
people,mensen
peopled,
pepper,
peptic,
perceive,waarnemen
percentage,
perceptible,
perception,
perceptive,
perch,
perchance,
percolation,
percussion,percussie
perdition,
peremptory,
perennial,
perfect,perfect
perfection,perfectie
perforated,
perforation,
perforce,
perform,uitvoeren
performance,prestatie
performer,
perfume,
perfumed,
peri,
peridot,
peril,
perilous,gevaarlijk
perimeter,
period,periode
periodic,
periodical,
periodically,
periodicity,
periphery,
perish,
perishable,
perished,
perishing,
perjury,meineed
perk,
permanence,
permeable,
permeate,
permeation,
permissible,
permission,toestemming
permissive,
permit,vergunning
permitted,
permitting,
permutation,
pernicious,
perpendicular,
perpetrate,
perpetrator,
perpetual,
perpetually,
perpetuate,
perpetuation,
perpetuity,
perplexed,
perplexing,
perplexity,
persecute,
persecution,
perseverance,
persevere,
persist,
persistence,
persistent,
persisting,
person,persoon
personable,
personage,
personal,persoonlijk
personification,
personnel,
persons,
perspective,perspectief
perspiration,
persuade,overtuigen
persuasion,overreding
persuasive,
pert,
pertinent,toepasselijk
perturbation,
pertussis,
perusal,
peruse,
pervading,
perverse,
perversion,
pervert,
perverted,
pessimism,
pessimist,
pest,
pestilence,
pet,huisdier
petition,
petitioner,
petrol,
petroleum,
petting,
petty,
pew,
pewter,
phalanx,
phantom,
pharmaceutical,
pharmacist,
pharmacology,
pharmacy,apotheek
phase,
phenomenon,
philanthropic,
philanthropist,
philanthropy,filantropie
philosopher,
philosophic,
philosophical,
philosophy,filosofie
phlegm,
phoenix,
phone,telefoon
phonetic,
phonetics,
phonics,
phonograph,
phonology,
phony,
phosphor,
phosphorus,
photo,foto
photogenic,
photograph,foto
photographer,
photography,fotografie
photometry,
phrase,uitdrukking
phraseology,woordkeus
phylogeny,
physical,
physician,
physicist,
physics,
physiology,
physique,
pianist,
piano,piano
piazza,
piccolo,
pick,plukken
picked,uitgezocht
picket,
picketing,
pickle,
pickup,
picnic,
pictorial,
picture,afbeelding
picturesque,
pie,
piecemeal,
pied,
pier,
pierce,
piety,
pig,varken
pigeon,duif
pigment,
pike,
pile,stapel
piles,
pilgrim,
pilgrimage,
pill,
pillage,
pillar,
pillow,kussen
pillowcase,
pilot,piloot
pimp,
pimple,
pin,pin
pinch,knijpen
pinching,knijpen
pine,
pineapple,ananas
ping,
pinhole,
pinion,
pink,roze
pinnacle,
pioneer,
pious,vroom
pip,
pipe,pijp
piped,
pipeline,
piper,
pipette,
pique,
piracy,
pirate,piraat
piscina,
pistol,
piston,
pit,
pitch,toonhoogte
pitcher,werper
pitfall,
pith,merg
pithy,
pitted,
pity,jammer
pivot,spil
pix,
placard,
place,plaats
placebo,
placid,
placket,
plagiarism,
plague,
plaid,plaid
plain,vlakte
plaintiff,
plaintive,
plan,plan
plane,vliegtuig
planet,
planetarium,
planets,
plank,plank
planned,
planning,
plant,plant
plantation,
planter,
planting,
plasma,
plaster,gips
plastic,plastic
plasticity,
plat,
plate,plaat
plateau,
plated,
platform,
plating,
platoon,
platter,schotel
plausibility,
play,spelen
playa,
player,
playful,speels
playground,
playhouse,
playmate,
playwright,
plaza,
plea,pleidooi
pleasant,aangenaam
pleased,tevreden
pleasurable,
pleat,plooi
pleated,
pledge,
pledged,
plenary,
plentiful,
plenty,overvloed
plenum,
plethora,
plexus,
pliable,
plication,
pliers,tang
plight,
plinth,
plodding,
plot,
plough,
ploughed,
plover,
plow,ploeg
plowed,
plowing,
pluck,
plug,
plum,pruim
plumage,
plumb,
plume,
plummet,
plump,
plumper,
plunder,plunderen
plunge,
plural,meervoud
plurality,
plush,
plutonium,
ply,
pneumonia,
poaching,
pocket,zak
pocketbook,
pod,
poem,gedicht
poet,dichter
poetic,
poetical,
poetics,
poetry,
poignant,
point,punt
pointedly,
pointer,
pointless,
poise,
poison,gif
poisoned,
poisoning,
poisonous,
poke,
poker,
polar,
polarity,
pole,pool
polemic,
police,politie
policeman,
policy,
polio,
polish,polijsten
polished,
polite,beleefd
politeness,
politic,
politician,politicus
politics,politiek
polity,
poll,
pollute,verontreinigen
pollution,vervuiling
polo,
polygamy,
polygon,
polygonal,
polymer,
polymorphism,
pomp,
pompous,
poncho,
pond,
ponder,
ponderous,
pontiff,
pontificate,
pontoon,
pony,
poodle,
pool,zwembad
poop,kak
poorly,
pop,knal
pope,
poppy,
popular,populair
popularity,
popularized,
population,bevolking
populous,
porcelain,
porch,
porcupine,stekelvarken
pore,
pork,
porn,porno
porno,
pornographic,
pornography,
porosity,
porous,
porridge,
port,port
portable,
portage,
portal,
porter,
portfolio,portefeuille
portico,
portion,
portrait,
portraiture,
portray,
pose,
poser,
posited,
position,positie
posse,
possess,bezitten
possessed,
possessing,
possession,bezit
possessor,bezitter
possibility,
possibly,misschien
post,post
postal,
poster,
posterior,
posterity,
posthumous,
postpone,uitstellen
postponed,uitgesteld
postponement,
postscript,
postulate,
posture,
pot,pot
potable,
potency,
potent,
potential,potentieel
potion,
potluck,
potpourri,
potter,
pottery,
pouch,
poultry,
pound,pond
pour,gieten
poverty,armoede
pow,
powder,poeder
powdered,
powdery,
powerful,krachtig
powerfully,
powerless,
pox,
practicable,
practical,praktisch
practically,
practice,praktijk
practiced,
practise,
practitioner,
prairie,
praise,lof
praised,
praiseworthy,
prank,
praxis,
pray,bidden
prayer,
preach,prediken
preacher,
preaching,
preamble,
precarious,
precaution,
precautionary,
precede,
precedence,
precedent,
preceding,
precept,
preceptor,
precession,
precinct,
precincts,
precious,kostelijk
precipice,
precipitate,
precipitation,
precipitous,
precise,nauwkeurig
precisely,
precision,
preclude,
precocious,
precursor,
predatory,
predecessor,
predicament,
predicate,
predict,
predicting,
prediction,
predictive,
predictor,
predilection,
predispose,
predisposed,
predisposition,
predominance,
predominant,
predominate,
preeminent,
preemption,
preface,
prefect,
prefer,verkiezen
preference,voorkeur
preferential,
prefix,
pregnancy,
prehistoric,
prejudice,vooroordeel
prejudiced,
prejudicial,
preliminary,voorafgaand
prelude,
premature,voorbarig
prematurely,vroegtijdig
premeditated,
premier,
premise,
premises,
premium,premie
preoccupation,
preoccupied,
preparation,voorbereiding
preparatory,
prepare,bereiden
prepared,bereid
preparedness,bereidheid
preparer,
preparing,voorbereiding
preponderance,overwicht
prerequisite,
prerogative,
prescient,
prescribed,
prescription,
prescriptive,
presence,aanwezigheid
present,aanwezig
presentable,
presentation,presentatie
presentment,
preservation,
preservative,
preserve,bewaren
preserved,
preserving,
preside,
